gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
IAH1,185.76790161654932,1.8377542305124892,0.3908816716259582,4.70156153105861,2.5817943785366485e-6,3.871789473333087e-5
PREP,762.9544354789751,1.6932802517830112,0.3601928983621727,4.701037303851626,2.588432182983046e-6,3.879033145727386e-5
HIGD2A,185.21975131598046,2.431155210416299,0.517175275160809,4.700834179786268,2.5910085557102486e-6,3.8801844804983906e-5
C2CD2L,119.16310279113415,1.6093825297144633,0.3426276949707087,4.697175836448509,2.637833559657423e-6,3.944801964477234e-5
TMEM177,66.49667234972331,1.8888702312393797,0.4024615784549541,4.693293303899302,2.68841608909181e-6,4.009270970945813e-5
COX7A2L,542.7363122609127,1.4969194588743409,0.31899228740854574,4.692650944745815,2.696874135148172e-6,4.0190915930749844e-5
MRPL37,341.67816580456616,2.0345499124198345,0.43398194814581,4.6880980213865096,2.7575593730226683e-6,4.098145716417345e-5
TMEM258,265.5001448357156,1.458760803054627,0.311547121175998,4.682311932616285,2.836573933185281e-6,4.201026680894143e-5
TMT1A,284.17697499827347,2.451623124748788,0.5236296372447129,4.681979304397255,2.841181710669654e-6,4.204948931791088e-5
MAGEH1,81.26583820543809,2.067011514661027,0.44197494827087436,4.676761709566878,2.914405859792338e-6,4.2979925254861216e-5
MRPS21,281.4753460158446,1.4032450531155758,0.3001536644728365,4.675088860168048,2.9382636644377566e-6,4.327737696556915e-5
SLC25A5,2097.8546485866,1.9610211705041105,0.41959394138049966,4.67361650659727,2.959416982451235e-6,4.355904557160735e-5
MRPL52,85.96775886064202,2.1541534759058285,0.46109901864911906,4.671780656174129,2.9859973780057703e-6,4.389007104931769e-5
CHPT1,169.16700012083544,2.3679719437480142,0.5069271630727893,4.671227182608084,2.994055687149552e-6,4.394831398510902e-5
NCAPH,251.30262737043503,1.558432019865743,0.3336156241999514,4.671340029721456,2.9924109960315503e-6,4.394831398510902e-5
SLC1A4,659.5841961833645,1.4690151127347435,0.3145201081286113,4.670655626679501,3.002399161747963e-6,4.404066029467621e-5
PHGDH,386.5591557479754,1.9534016402004055,0.4184128199588288,4.668598921975233,3.032607514749437e-6,4.4392740290943324e-5
