gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RMRP,3423.2105343284347,-11.979956158169859,0.5685505760645673,-21.071047436260727,1.4665138110578032e-98,4.4959123407572084e-95
RN7SL1,17365.889456002067,-8.543923016951256,0.5536692902841418,-15.431455504000473,1.0057614424705056e-53,1.1359810818640552e-50
MALAT1,353491.86058118276,-8.201037815726009,0.600045180906899,-13.66736718613603,1.5904627882355927e-42,1.218976122697708e-39
ZNF460,300.6048301024744,-4.155507603702457,0.30955425392810304,-13.424165718839108,4.3647205222373286e-41,3.021512980877841e-38
RGPD5,698.70630326521,-5.251241479320145,0.3957572045967829,-13.268846197431506,3.5094258018653963e-40,2.282190233576709e-37
LRRC26,141.73582504032817,-7.548293883260362,0.5909818591703003,-12.772462921040708,2.336425944289914e-37,1.2534925191115387e-34
SCARNA21,955.812412811861,-13.755427397996682,1.0856335392424152,-12.670414924354304,8.625693057468342e-37,4.407318405077872e-34
BOLA2,64.54602941623058,-7.0411990580664465,0.580600823904118,-12.127435525701646,7.557934351853598e-34,3.450920663633579e-31
SNORA24,525.2615549601413,-13.860985301145005,1.1469402438435063,-12.085185235715088,1.2648478227584383e-33,5.428726855279217e-31
SCARNA7,268.05540806348563,-10.31656428600343,0.86090016914941625,-11.983461794642656,4.338221814302491e-33,1.7565705685836125e-30
SNORA49,900.2325576219796,-12.927521081041741,1.08174300837975,-11.950639829329488,6.442729825101273e-33,2.513836037212242e-30
RN7SL2,26343.826096107572,-8.644945899688292,0.7279066369900298,-11.876448792163854,1.5689209834223554e-32,5.805007638662715e-30
RBM33,1154.793478827942,-3.1105366311128027,0.26650516644165817,-11.671580977750928,1.78082668129487e-31,5.790384936452714e-29
SNRPD1,2563.110797163797,-3.6680746232419277,0.3194066687694992,-11.484026421154672,1.5871327690550113e-30,4.7971646794254285e-28
SNORA22,198.00826014681275,-9.089115356680729,0.8242229891687088,-11.027495563849522,2.8159778355447504e-28,7.553860543848793e-26
SNORA64,378.1166608274061,-13.387811235210288,1.2214121647515557,-10.960928359456341,5.889210887966244e-28,1.5226803091054893e-25
RN7SL4P,255.25266659119137,-10.635521890724291,0.9814148115705762,-10.836928244137736,2.3006661559705e-27,5.547448955856958e-25
NBPF14,2891.959819994893,-2.984358752992879,0.2777670025927554,-10.74410828189106,6.316937190525046e-27,1.426962864301763e-24
RNVU1-18,366.8600194803449,-12.16668468398269,1.1585819911127315,-10.501358365062707,8.514594306434065e-26,1.691881424222917e-23
RNVU1-29,366.8600194803449,-12.16668468398269,1.1585819911127315,-10.501358365062707,8.514594306434065e-26,1.691881424222917e-23
RN7SL3,87.9781427395903,-7.57971448326059,0.7227635039111145,-10.487129527493053,9.899011040123795e-26,1.9489245589087764e-23
SNORA48,131.304426982563,-11.862666947186883,1.1313302626263873,-10.485591466145049,1.006141329776335e-25,1.9628902670000136e-23
PNN,3165.2903520820432,-2.9748906295701927,0.2845941704621343,-10.453097562537762,1.4181623739867682e-25,2.717300405871076e-23
P3R3URF-PIK3R3,134.37789868201352,-9.226788913139993,0.8939268354158116,-10.321637686207435,5.625531809902287e-25,1.0318283131666928e-22
SNORA20,198.062853819212,-12.45429708012738,1.2085295654002175,-10.305330905167393,6.666186183272914e-25,1.202154247840645e-22
STEAP1B,58.616545038293395,-5.520951602571419,0.5362371732384995,-10.295727111249509,7.3660943527168535e-25,1.3173032067441974e-22
SNORA63,242.97579646938757,-12.750187514816421,1.2395436502604131,-10.286194852547355,8.132702544317772e-25,1.442378484306276e-22
SCARNA9,186.26756286133562,-7.383028506095687,0.7213659534493141,-10.23478925057758,1.384963900216958e-24,2.4361742048078625e-22
SNORA11,81.90514349692083,-4.4870582264627865,0.44012403194061317,-10.194985733176766,2.0877518293558985e-24,3.5558058934902847e-22
